transaction_id,date,amount,transaction_type,transaction_duration_secs,is_recurring,location,device_id,merchant_id,channel,is_anomaly,is_weekend,day_of_week,hour_of_day,is_holiday,customer_age,amount_percentile,is_new_merchant,is_new_device,time_since_last_tx_secs,rolling_mean_3mo_amount,rolling_std_3mo_amount
2972,2021-04-06 03:18:42,67.13,debit,175,0,"Los Angeles, CA",device_A,merchant_130,branch,0,0,1,3,0,31,0.8362,0,0,108446.0,47.48,22.37
2973,2021-04-06 06:59:56,63.16,debit,2,0,"New York, NY",device_B,merchant_020,atm,0,0,1,6,0,31,0.8016,0,0,13274.0,47.28,22.14
2974,2021-04-07 02:38:27,50.5,debit,123,0,"San Francisco, CA",device_A,merchant_203,online,0,0,2,2,0,31,0.654,0,0,70711.0,47.63,21.94
2975,2021-04-09 03:05:01,51.43,debit,85,0,Online,device_A,merchant_078,atm,0,0,4,3,0,31,0.6688,0,0,174394.0,48.03,21.68
2976,2021-04-09 07:17:02,50.92,credit,14,0,"San Francisco, CA",device_C,merchant_152,atm,0,0,4,7,0,31,0.661,0,0,15121.0,47.71,21.42
2977,2021-04-09 09:58:13,28.39,debit,37,0,"Los Angeles, CA",device_A,merchant_077,branch,0,0,4,9,0,31,0.237,0,0,9671.0,47.73,21.41
2978,2021-04-09 11:09:03,49.42,debit,27,0,"Los Angeles, CA",device_A,merchant_072,mobile,0,0,4,11,0,31,0.6406,0,0,4250.0,48.08,21.17
2979,2021-04-09 18:52:32,58.8,debit,152,0,"New York, NY",device_C,merchant_172,online,0,0,4,18,0,31,0.7562,0,0,27809.0,48.55,20.93
2980,2021-04-10 01:10:15,47.51,debit,64,0,"San Francisco, CA",device_B,merchant_149,branch,0,1,5,1,0,31,0.609,0,0,22663.0,47.97,20.21
2981,2021-04-10 17:45:06,16.1,debit,70,0,"Los Angeles, CA",device_C,merchant_150,online,0,1,5,17,0,31,0.034,0,0,59691.0,47.45,20.43
2982,2021-04-11 15:09:59,18.3,credit,154,0,"Los Angeles, CA",device_B,merchant_073,branch,0,1,6,15,0,31,0.0606,0,0,77093.0,47.35,20.55
2983,2021-04-12 03:30:34,26.87,debit,15,0,"Los Angeles, CA",device_A,merchant_250,online,0,0,0,3,0,31,0.205,0,0,44435.0,47.34,20.56
2984,2021-04-13 19:24:55,38.25,debit,29,0,"Los Angeles, CA",device_D,merchant_186,online,0,0,1,19,0,31,0.4374,0,0,143661.0,47.3,20.57
2985,2021-04-13 20:11:22,27.6,debit,74,0,"New York, NY",device_D,merchant_106,online,0,0,1,20,0,31,0.2204,0,0,2787.0,46.92,20.61
2986,2021-04-16 07:06:56,16695.79,debit,28,0,"Tokyo, Japan",device_X15,merchant_128,atm,1,0,4,7,0,31,0.9968,0,1,212134.0,232.04,1755.05
2987,2021-04-17 00:35:25,73.41,debit,59,0,Online,device_C,merchant_107,online,0,1,5,0,0,31,0.8744,0,0,62909.0,232.55,1755.0
2988,2021-04-17 21:49:17,78.79,debit,73,0,Online,device_A,merchant_011,mobile,0,1,5,21,0,31,0.9012,0,0,76432.0,232.64,1754.99
2989,2021-04-18 00:11:42,47.87,credit,149,0,"San Francisco, CA",device_B,merchant_080,online,0,1,6,0,0,31,0.6158,0,0,8545.0,232.72,1754.98
2990,2021-04-18 09:42:44,69.55,debit,10,0,"Los Angeles, CA",device_A,merchant_242,mobile,0,1,6,9,0,31,0.851,0,0,34262.0,233.09,1754.94
2991,2021-04-18 11:41:38,30.53,debit,132,0,"New York, NY",device_B,merchant_181,branch,0,1,6,11,0,31,0.28,0,0,7134.0,232.82,1754.97
2992,2021-04-18 23:06:04,37.49,debit,62,0,"San Francisco, CA",device_A,merchant_009,online,0,1,6,23,0,31,0.423,0,0,41066.0,233.09,1754.94
2993,2021-04-19 13:19:59,22.57,credit,132,1,"Los Angeles, CA",device_B,merchant_195,online,0,0,0,13,0,31,0.1262,0,0,51235.0,232.77,1754.98
2994,2021-04-19 17:30:31,73.95,debit,127,0,"New York, NY",device_A,merchant_246,branch,0,0,0,17,0,31,0.8776,0,0,15032.0,233.04,1754.95
2995,2021-04-21 12:23:14,108.09,debit,6,0,"New York, NY",device_A,merchant_100,atm,0,0,2,12,0,31,0.9658,0,0,154363.0,234.01,1754.85
2996,2021-04-22 10:23:27,33.98,credit,80,0,"Los Angeles, CA",device_B,merchant_052,atm,0,0,3,10,0,31,0.3516,0,0,79213.0,234.22,1754.83
2997,2021-04-23 05:38:11,13.67,debit,72,0,"Los Angeles, CA",device_C,merchant_115,online,0,0,4,5,0,31,0.0164,0,0,69284.0,234.03,1754.85
2998,2021-04-26 01:32:47,18200.66,debit,16,0,"Bangkok, Thailand",device_X16,merchant_234,online,1,0,0,1,0,31,0.9976,0,1,244476.0,435.77,2581.65
2999,2021-04-26 02:38:01,29.22,debit,38,0,Online,device_C,merchant_141,mobile,0,0,0,2,0,31,0.2548,0,0,3914.0,435.58,2581.68
3000,2021-04-26 06:44:41,20.84,debit,177,0,Online,device_A,merchant_129,online,0,0,0,6,0,31,0.0948,0,0,14800.0,434.75,2581.8
3001,2021-04-26 12:27:05,24.16,debit,65,0,"Los Angeles, CA",device_C,merchant_172,online,0,0,0,12,0,31,0.1538,0,0,20544.0,434.53,2581.84
3002,2021-04-26 20:24:15,44.8,debit,126,0,"New York, NY",device_B,merchant_075,online,0,0,0,20,0,31,0.5656,0,0,28630.0,434.8,2581.79
3003,2021-04-27 20:16:25,56.25,debit,83,1,"Los Angeles, CA",device_C,merchant_152,branch,0,0,1,20,0,31,0.7242,0,0,85930.0,435.03,2581.76
3004,2021-04-28 02:41:05,14.41,debit,178,0,"Los Angeles, CA",device_B,merchant_133,branch,0,0,2,2,0,31,0.0202,0,0,23080.0,434.96,2581.77
3005,2021-04-28 06:16:07,31.0,debit,17,0,"Los Angeles, CA",device_B,merchant_194,online,0,0,2,6,0,31,0.292,0,0,12902.0,434.89,2581.78
3006,2021-04-28 23:27:39,41.22,credit,113,0,"New York, NY",device_A,merchant_209,online,0,0,2,23,0,31,0.4996,0,0,61892.0,434.44,2581.85
3007,2021-04-29 14:16:20,23.73,credit,156,0,"Los Angeles, CA",device_D,merchant_209,online,0,0,3,14,0,31,0.1476,0,0,53321.0,434.14,2581.89
3008,2021-04-30 05:02:21,45.52,credit,172,0,"Los Angeles, CA",device_C,merchant_148,online,0,0,4,5,0,31,0.578,0,0,53161.0,434.33,2581.86
3009,2021-05-01 08:39:25,38.13,debit,140,0,"Los Angeles, CA",device_A,merchant_192,online,0,1,5,8,0,31,0.4354,0,0,99424.0,434.15,2581.89
3010,2021-05-02 00:06:02,32.32,debit,70,1,"Los Angeles, CA",device_A,merchant_143,mobile,0,1,6,0,0,31,0.3186,0,0,55597.0,434.2,2581.88
3011,2021-05-04 06:40:29,26.25,debit,71,0,"Los Angeles, CA",device_C,merchant_068,online,0,0,1,6,0,31,0.1956,0,0,196467.0,434.38,2581.85
3012,2021-05-05 11:26:38,46.37,debit,131,0,Online,device_D,merchant_054,online,0,0,2,11,0,31,0.5908,0,0,103569.0,434.66,2581.81
3013,2021-05-05 13:06:13,27.61,credit,49,0,"New York, NY",device_A,merchant_011,branch,0,0,2,13,0,31,0.2212,0,0,5975.0,434.4,2581.85
3014,2021-05-05 14:23:36,17.0,debit,21,0,"New York, NY",device_D,merchant_151,online,0,0,2,14,0,31,0.0436,0,0,4643.0,433.93,2581.92
3015,2021-05-05 17:47:59,40.9,debit,136,0,Online,device_A,merchant_129,atm,0,0,2,17,0,31,0.4918,0,0,12263.0,433.32,2582.01
3016,2021-05-06 00:34:12,21.77,debit,64,0,"Los Angeles, CA",device_D,merchant_170,online,0,0,3,0,0,31,0.1116,0,0,24373.0,433.03,2582.06
3017,2021-05-06 15:45:31,17.76,debit,158,1,"San Francisco, CA",device_B,merchant_242,online,0,0,3,15,0,31,0.0532,0,0,54679.0,432.34,2582.16
3018,2021-05-06 17:19:19,43.15,debit,32,0,"Los Angeles, CA",device_A,merchant_047,mobile,0,0,3,17,0,31,0.5386,0,0,5628.0,432.21,2582.18
3019,2021-05-08 16:01:43,37.28,debit,20,0,"New York, NY",device_A,merchant_115,atm,0,1,5,16,0,31,0.42,0,0,168144.0,431.9,2582.22
3020,2021-05-08 17:46:26,26.23,debit,16,1,"San Francisco, CA",device_B,merchant_249,online,0,1,5,17,0,31,0.1952,0,0,6283.0,431.42,2582.3
3021,2021-05-10 01:49:34,45.35,credit,153,0,"New York, NY",device_B,merchant_196,atm,0,0,0,1,0,31,0.574,0,0,115388.0,431.35,2582.31
3022,2021-05-10 08:41:37,50.0,debit,60,0,"Los Angeles, CA",device_D,merchant_038,mobile,0,0,0,8,0,31,0.6484,0,0,24723.0,431.13,2582.34
3023,2021-05-10 12:05:34,45.6,credit,173,0,"Los Angeles, CA",device_C,merchant_130,online,0,0,0,12,0,31,0.5802,0,0,12237.0,431.32,2582.31
3024,2021-05-11 06:13:02,44.78,credit,137,0,"Los Angeles, CA",device_B,merchant_045,atm,0,0,1,6,0,31,0.5654,0,0,65248.0,431.69,2582.25
3025,2021-05-11 11:20:32,18.13,debit,179,0,Online,device_D,merchant_155,mobile,0,0,1,11,0,31,0.0582,0,0,18450.0,431.27,2582.32
3026,2021-05-12 07:44:41,77.22,credit,103,0,Online,device_B,merchant_226,online,0,0,2,7,0,31,0.8936,0,0,73449.0,431.58,2582.27
3027,2021-05-12 14:31:28,53.45,debit,61,0,"New York, NY",device_C,merchant_205,branch,0,0,2,14,0,31,0.6952,0,0,24407.0,431.89,2582.22
3028,2021-05-13 06:46:18,25.14,credit,168,0,"Los Angeles, CA",device_C,merchant_239,atm,0,0,3,6,0,31,0.1732,0,0,58490.0,431.93,2582.22
3029,2021-05-15 00:06:19,40.21,debit,104,0,"New York, NY",device_D,merchant_061,atm,0,1,5,0,0,31,0.4776,0,0,148801.0,431.89,2582.22
3030,2021-05-17 07:14:10,44.22,debit,61,0,"New York, NY",device_A,merchant_082,online,0,0,0,7,0,31,0.5552,0,0,198471.0,431.74,2582.25
3031,2021-05-17 11:25:19,39.66,debit,76,0,"Los Angeles, CA",device_B,merchant_011,online,0,0,0,11,0,31,0.4636,0,0,15069.0,431.6,2582.27
3032,2021-05-17 14:26:51,99.14,debit,15,0,"Los Angeles, CA",device_A,merchant_197,atm,0,0,0,14,0,31,0.956,0,0,10892.0,432.43,2582.15
3033,2021-05-18 00:40:56,15.29,credit,132,0,Online,device_A,merchant_157,online,0,0,1,0,0,31,0.0266,0,0,36845.0,432.3,2582.17
3034,2021-05-18 08:13:32,19.33,debit,151,0,Online,device_A,merchant_025,online,0,0,1,8,0,31,0.0744,0,0,27156.0,431.88,2582.23
3035,2021-05-19 01:28:24,12.81,debit,155,0,"Los Angeles, CA",device_C,merchant_078,online,0,0,2,1,0,31,0.0114,0,0,62092.0,431.56,2582.28
3036,2021-05-19 03:03:29,42.1,debit,103,0,"Los Angeles, CA",device_A,merchant_182,online,0,0,2,3,0,31,0.521,0,0,5705.0,431.27,2582.33
3037,2021-05-19 04:57:39,53.09,credit,165,0,"New York, NY",device_A,merchant_176,mobile,0,0,2,4,0,31,0.6908,0,0,6850.0,431.47,2582.3
3038,2021-05-19 17:22:24,48.46,debit,171,0,"Los Angeles, CA",device_A,merchant_174,online,0,0,2,17,0,31,0.6258,0,0,44685.0,431.36,2582.31
3039,2021-05-21 21:02:04,35.0,debit,165,0,"Los Angeles, CA",device_A,merchant_041,mobile,0,0,4,21,0,31,0.372,0,0,185980.0,431.31,2582.32
3040,2021-05-22 12:16:23,49.56,debit,157,0,"New York, NY",device_B,merchant_230,online,0,1,5,12,0,31,0.6426,0,0,54859.0,431.55,2582.28
3041,2021-05-22 18:08:52,34.88,credit,157,0,Online,device_A,merchant_041,atm,0,1,5,18,0,31,0.369,0,0,21149.0,431.22,2582.33
3042,2021-05-23 15:22:10,58.58,debit,177,0,Online,device_A,merchant_189,online,0,1,6,15,0,31,0.7532,0,0,76398.0,431.6,2582.27
3043,2021-05-24 14:13:36,70.36,debit,75,0,Online,device_B,merchant_101,branch,0,0,0,14,0,31,0.8552,0,0,82286.0,431.91,2582.23
3044,2021-05-26 09:31:10,25.39,debit,179,0,Online,device_A,merchant_139,branch,0,0,2,9,0,31,0.178,0,0,155854.0,431.7,2582.26
3045,2021-05-27 23:24:50,35.03,credit,178,0,Online,device_A,merchant_172,online,0,0,3,23,0,31,0.3726,0,0,136420.0,431.67,2582.27
3046,2021-05-28 12:14:09,37.98,debit,28,1,"San Francisco, CA",device_C,merchant_032,mobile,0,0,4,12,0,31,0.4316,0,0,46159.0,431.35,2582.31
3047,2021-05-28 12:40:21,82.49,debit,74,0,"Los Angeles, CA",device_C,merchant_049,online,0,0,4,12,0,31,0.9186,0,0,1572.0,431.67,2582.27
3048,2021-05-28 14:52:01,26.93,debit,133,0,"Los Angeles, CA",device_A,merchant_006,atm,0,0,4,14,0,31,0.2064,0,0,7900.0,431.41,2582.31
3049,2021-05-28 15:48:27,70.02,credit,125,0,"Los Angeles, CA",device_A,merchant_244,mobile,0,0,4,15,0,31,0.8534,0,0,3386.0,431.72,2582.26
3050,2021-05-28 17:40:50,19.43,credit,56,0,"New York, NY",device_D,merchant_057,branch,0,0,4,17,0,31,0.0762,0,0,6743.0,430.8,2582.4
3051,2021-05-31 12:31:16,75.32,debit,64,0,Online,device_A,merchant_006,mobile,0,0,0,12,0,31,0.884,0,0,240626.0,430.7,2582.41
3052,2021-05-31 13:35:58,61.93,debit,127,1,"Los Angeles, CA",device_B,merchant_047,online,0,0,0,13,0,31,0.7894,0,0,3882.0,430.68,2582.41
3053,2021-06-01 09:43:07,37.42,debit,121,0,"Los Angeles, CA",device_B,merchant_063,online,0,0,1,9,0,31,0.4224,0,0,72429.0,430.44,2582.45
3054,2021-06-02 03:41:06,63.97,debit,89,0,"Los Angeles, CA",device_C,merchant_177,online,0,0,2,3,0,31,0.8078,0,0,64679.0,430.82,2582.39
3055,2021-06-02 05:29:21,31.49,debit,17,0,"Los Angeles, CA",device_D,merchant_150,atm,0,0,2,5,0,31,0.3014,0,0,6495.0,430.73,2582.41
3056,2021-06-02 09:25:24,25.5,debit,97,0,"San Francisco, CA",device_A,merchant_067,branch,0,0,2,9,0,31,0.18,0,0,14163.0,430.39,2582.46
3057,2021-06-02 11:00:21,94.94,debit,55,0,"New York, NY",device_A,merchant_147,online,0,0,2,11,0,31,0.9472,0,0,5697.0,430.69,2582.42
3058,2021-06-02 13:33:41,30.86,credit,137,0,"Los Angeles, CA",device_B,merchant_183,atm,0,0,2,13,0,31,0.2886,0,0,9200.0,430.33,2582.47
3059,2021-06-02 17:55:11,56.74,debit,110,1,"Los Angeles, CA",device_D,merchant_162,online,0,0,2,17,0,31,0.7308,0,0,15690.0,430.36,2582.47
3060,2021-06-02 19:20:46,70.42,debit,16,0,"Los Angeles, CA",device_C,merchant_041,online,0,0,2,19,0,31,0.8556,0,0,5135.0,429.92,2582.52
3061,2021-06-02 22:56:30,60.53,debit,144,0,"New York, NY",device_B,merchant_105,atm,0,0,2,22,0,31,0.7744,0,0,12944.0,430.17,2582.49
3062,2021-06-03 09:27:13,54.58,debit,13,0,Online,device_C,merchant_007,online,0,0,3,9,0,31,0.7064,0,0,37843.0,430.03,2582.51
3063,2021-06-03 21:06:49,56.83,debit,78,0,"San Francisco, CA",device_A,merchant_057,branch,0,0,3,21,0,31,0.7318,0,0,41976.0,429.96,2582.52
3064,2021-06-04 15:34:50,68.63,debit,85,0,"New York, NY",device_A,merchant_016,online,0,0,4,15,0,31,0.8454,0,0,66481.0,430.16,2582.49
3065,2021-06-06 06:43:03,47.41,debit,73,0,Online,device_A,merchant_059,branch,0,1,6,6,0,31,0.6066,0,0,140893.0,430.12,2582.49
3066,2021-06-06 23:57:36,39.65,credit,119,1,"New York, NY",device_A,merchant_166,online,0,1,6,23,0,31,0.4632,0,0,62073.0,429.99,2582.51
3067,2021-06-07 19:47:53,20.4,credit,169,0,"New York, NY",device_B,merchant_137,online,0,0,0,19,0,31,0.0884,0,0,71417.0,429.9,2582.53
3068,2021-06-08 01:57:10,47.42,debit,68,0,"Los Angeles, CA",device_C,merchant_250,atm,0,0,1,1,0,31,0.6068,0,0,22157.0,429.88,2582.53
3069,2021-06-08 04:59:39,67.64,debit,74,0,Online,device_B,merchant_205,branch,0,0,1,4,0,31,0.8396,0,0,10949.0,429.98,2582.52
3070,2021-06-09 01:00:54,23.33,debit,99,0,Online,device_B,merchant_034,online,0,0,2,1,0,31,0.1418,0,0,72075.0,429.71,2582.56
3071,2021-06-09 10:32:09,36.07,debit,117,0,Online,device_A,merchant_046,online,0,0,2,10,0,31,0.3938,0,0,34275.0,429.93,2582.52
3072,2021-06-12 01:12:25,50.03,debit,137,0,"Los Angeles, CA",device_B,merchant_165,atm,0,1,5,1,0,31,0.6494,0,0,225616.0,430.29,2582.47
3073,2021-06-14 09:45:51,86.16,credit,179,0,"Los Angeles, CA",device_A,merchant_043,online,0,0,0,9,0,31,0.93,0,0,203606.0,430.94,2582.37
3074,2021-06-14 11:05:49,22.66,credit,176,0,"Los Angeles, CA",device_B,merchant_047,branch,0,0,0,11,0,31,0.1278,0,0,4798.0,430.77,2582.4
3075,2021-06-15 22:15:41,60.14,credit,177,0,"Los Angeles, CA",device_A,merchant_134,branch,0,0,1,22,0,31,0.7704,0,0,126592.0,431.13,2582.34
3076,2021-06-16 15:20:39,33.82,debit,146,1,"San Francisco, CA",device_B,merchant_166,online,0,0,2,15,0,31,0.3484,0,0,61498.0,246.0,1913.97
3077,2021-06-16 22:45:56,28.88,credit,138,0,"New York, NY",device_A,merchant_112,online,0,0,2,22,0,31,0.2488,0,0,26717.0,245.51,1914.02
3078,2021-06-17 01:38:33,25.56,credit,115,1,"New York, NY",device_B,merchant_123,branch,0,0,3,1,0,31,0.1814,0,0,10357.0,244.91,1914.08
3079,2021-06-18 11:52:22,29.14,debit,54,1,Online,device_A,merchant_244,online,0,0,4,11,0,31,0.2534,0,0,123229.0,244.71,1914.1
3080,2021-06-18 13:57:53,51.91,debit,79,0,"New York, NY",device_A,merchant_061,atm,0,0,4,13,0,31,0.6752,0,0,7531.0,244.51,1914.12
3081,2021-06-19 09:28:35,36.09,credit,15,0,"San Francisco, CA",device_A,merchant_132,online,0,1,5,9,0,31,0.3942,0,0,70242.0,244.57,1914.11
3082,2021-06-20 09:27:53,57.81,debit,139,0,"Los Angeles, CA",device_B,merchant_133,atm,0,1,6,9,0,31,0.7434,0,0,86358.0,244.8,1914.09
3083,2021-06-20 10:34:44,23.08,debit,168,0,"New York, NY",device_B,merchant_070,online,0,1,6,10,0,31,0.137,0,0,4011.0,244.8,1914.09
3084,2021-06-20 16:23:09,57.31,debit,118,0,"Los Angeles, CA",device_D,merchant_060,branch,0,1,6,16,0,31,0.7374,0,0,20905.0,244.62,1914.11
3085,2021-06-20 18:49:46,50.24,debit,112,0,"San Francisco, CA",device_B,merchant_205,online,0,1,6,18,0,31,0.6514,0,0,8797.0,243.98,1914.16
3086,2021-06-22 01:07:18,19.03,debit,106,0,"San Francisco, CA",device_A,merchant_238,online,0,0,1,1,0,31,0.0704,0,0,109052.0,243.81,1914.18
3087,2021-06-23 13:16:15,85.89,credit,105,0,"San Francisco, CA",device_C,merchant_088,branch,0,0,2,13,0,31,0.929,0,0,130137.0,244.61,1914.1
3088,2021-06-23 20:37:45,14224.04,debit,47,0,"Cape Town, South Africa",device_X6,merchant_092,online,1,0,2,20,0,31,0.9952,0,1,26490.0,200.43,1494.95
3089,2021-06-26 01:05:18,59.31,debit,118,0,"Los Angeles, CA",device_A,merchant_077,online,0,1,5,1,0,31,0.76,0,0,188853.0,200.76,1494.92
3090,2021-06-27 19:18:02,72.1,debit,126,0,"Los Angeles, CA",device_B,merchant_106,online,0,1,6,19,0,31,0.8664,0,0,151964.0,201.33,1494.86
3091,2021-06-28 03:57:03,65.64,debit,148,0,Online,device_A,merchant_241,online,0,0,0,3,0,31,0.823,0,0,31141.0,201.79,1494.81
3092,2021-06-29 07:12:21,37.98,debit,98,0,Online,device_A,merchant_184,mobile,0,0,1,7,0,31,0.4314,0,0,98118.0,201.72,1494.82
3093,2021-06-29 13:54:22,58.12,debit,150,0,"Los Angeles, CA",device_C,merchant_082,branch,0,0,1,13,0,31,0.7474,0,0,24121.0,201.74,1494.82
3094,2021-06-29 23:39:14,16.36,debit,48,0,"New York, NY",device_C,merchant_187,online,0,0,1,23,0,31,0.0368,0,0,35092.0,201.76,1494.81
3095,2021-07-01 13:24:19,49.25,debit,82,0,"Los Angeles, CA",device_C,merchant_007,branch,0,0,3,13,0,31,0.6388,0,0,135905.0,201.96,1494.79
3096,2021-07-02 17:39:57,96.18,debit,16,0,"San Francisco, CA",device_A,merchant_196,atm,0,0,4,17,0,31,0.95,0,0,101738.0,202.57,1494.74
3097,2021-07-02 23:12:14,28.57,debit,133,0,"Los Angeles, CA",device_C,merchant_031,mobile,0,0,4,23,0,31,0.2426,0,0,19937.0,202.63,1494.73
3098,2021-07-03 04:59:12,63.93,debit,74,0,"Los Angeles, CA",device_B,merchant_216,online,0,1,5,4,0,31,0.807,0,0,20818.0,202.83,1494.71
3099,2021-07-03 16:47:21,98.15,debit,21,0,Online,device_C,merchant_214,atm,0,1,5,16,0,31,0.9548,0,0,42489.0,203.5,1494.65
3100,2021-07-03 20:44:18,57.09,credit,61,0,Online,device_B,merchant_085,atm,0,1,5,20,0,31,0.7344,0,0,14217.0,203.77,1494.62
3101,2021-07-07 05:13:52,67.54,debit,24,0,"Los Angeles, CA",device_B,merchant_048,online,0,0,2,5,0,31,0.839,0,0,289774.0,204.23,1494.57
3102,2021-07-08 19:58:36,18.45,debit,23,0,"New York, NY",device_A,merchant_042,online,0,0,3,19,0,31,0.0634,0,0,139484.0,203.92,1494.61
3103,2021-07-09 06:15:20,25.34,debit,87,1,Online,device_B,merchant_090,online,0,0,4,6,0,31,0.1766,0,0,37004.0,203.9,1494.61
3104,2021-07-09 23:34:17,82.67,debit,139,0,"San Francisco, CA",device_B,merchant_030,branch,0,0,4,23,0,31,0.9198,0,0,62337.0,204.63,1494.53
3105,2021-07-10 08:23:06,65.38,credit,175,0,"San Francisco, CA",device_A,merchant_117,online,0,1,5,8,0,31,0.8202,0,0,31729.0,204.9,1494.51
3106,2021-07-11 06:00:08,51.83,debit,2,0,Online,device_B,merchant_244,mobile,0,1,6,6,0,31,0.6738,0,0,77822.0,205.23,1494.47
3107,2021-07-11 19:06:38,35.43,debit,53,1,"San Francisco, CA",device_B,merchant_126,online,0,1,6,19,0,31,0.3812,0,0,47190.0,205.43,1494.44
3108,2021-07-12 09:39:58,46.63,debit,139,0,"New York, NY",device_B,merchant_051,atm,0,0,0,9,0,31,0.5956,0,0,52400.0,205.47,1494.44
3109,2021-07-12 09:46:17,96.45,debit,15,0,"San Francisco, CA",device_A,merchant_163,mobile,0,0,0,9,0,31,0.9506,0,0,379.0,206.12,1494.38
3110,2021-07-12 14:36:52,38.44,credit,140,0,"San Francisco, CA",device_A,merchant_190,atm,0,0,0,14,0,31,0.4406,0,0,17435.0,206.26,1494.36
3111,2021-07-12 17:38:39,57.38,debit,122,0,"New York, NY",device_A,merchant_051,branch,0,0,0,17,0,31,0.7392,0,0,10907.0,206.39,1494.35
3112,2021-07-12 22:45:53,56.63,debit,123,0,Online,device_C,merchant_215,branch,0,0,0,22,0,31,0.73,0,0,18434.0,206.47,1494.34
3113,2021-07-13 01:47:13,28.99,debit,164,0,"Los Angeles, CA",device_A,merchant_120,online,0,0,1,1,0,31,0.2512,0,0,10880.0,206.28,1494.36
3114,2021-07-13 20:00:10,30.13,debit,92,0,"San Francisco, CA",device_A,merchant_109,atm,0,0,1,20,0,31,0.2724,0,0,65577.0,206.12,1494.38
3115,2021-07-14 22:55:24,86.79,credit,23,0,"New York, NY",device_D,merchant_232,online,0,0,2,22,0,31,0.9318,0,0,96914.0,206.88,1494.3
3116,2021-07-16 21:46:48,53.79,debit,155,0,"Los Angeles, CA",device_A,merchant_178,atm,0,0,4,21,0,31,0.698,0,0,168684.0,206.62,1494.32
3117,2021-07-17 02:57:47,28.78,debit,88,1,"Los Angeles, CA",device_B,merchant_158,online,0,1,5,2,0,31,0.2468,0,0,18659.0,206.35,1494.36
3118,2021-07-18 00:13:40,34.62,debit,142,0,"New York, NY",device_D,merchant_147,branch,0,1,6,0,0,31,0.365,0,0,76553.0,206.45,1494.34
3119,2021-07-19 10:20:05,11384.58,debit,99,0,"Cape Town, South Africa",device_X48,merchant_224,atm,1,0,0,10,0,31,0.9936,0,1,122785.0,332.5,1902.79
3120,2021-07-20 01:43:58,68.94,debit,27,0,"Los Angeles, CA",device_C,merchant_050,online,0,0,1,1,0,31,0.8464,0,0,55433.0,332.78,1902.75
3121,2021-07-20 03:38:32,35.66,debit,21,0,"Los Angeles, CA",device_D,merchant_182,online,0,0,1,3,0,31,0.3858,0,0,6874.0,332.73,1902.76
3122,2021-07-20 07:54:59,35.9,debit,49,0,"New York, NY",device_C,merchant_083,mobile,0,0,1,7,0,31,0.3896,0,0,15387.0,332.03,1902.86
3123,2021-07-20 10:56:47,61.59,debit,44,0,"Los Angeles, CA",device_B,merchant_086,online,0,0,1,10,0,31,0.7856,0,0,10908.0,332.54,1902.78
3124,2021-07-21 17:17:42,17.47,debit,44,0,Online,device_A,merchant_132,online,0,0,2,17,0,31,0.0484,0,0,109255.0,332.52,1902.78
3125,2021-07-23 07:59:20,39.71,credit,128,0,"New York, NY",device_A,merchant_237,online,0,0,4,7,0,31,0.4652,0,0,139298.0,332.82,1902.73
3126,2021-07-24 00:23:48,40.23,debit,170,0,"New York, NY",device_C,merchant_012,mobile,0,1,5,0,0,31,0.4784,0,0,59068.0,332.8,1902.74
3127,2021-07-24 14:17:58,35.06,debit,23,0,"Los Angeles, CA",device_C,merchant_143,mobile,0,1,5,14,0,31,0.3738,0,0,50050.0,332.6,1902.77
3128,2021-07-26 21:20:21,30.73,debit,129,0,"Los Angeles, CA",device_C,merchant_250,atm,0,0,0,21,0,31,0.2856,0,0,198143.0,332.4,1902.8
3129,2021-07-26 21:35:27,28.36,debit,125,0,Online,device_B,merchant_143,branch,0,0,0,21,0,31,0.2366,0,0,906.0,332.33,1902.81
3130,2021-07-27 01:14:27,46.58,debit,36,0,"New York, NY",device_A,merchant_138,online,0,0,1,1,0,31,0.5946,0,0,13140.0,332.3,1902.81
3131,2021-07-28 14:56:50,24.41,credit,55,0,"Los Angeles, CA",device_A,merchant_118,mobile,0,0,2,14,0,31,0.1586,0,0,135743.0,332.18,1902.83
3132,2021-07-29 11:06:37,43.84,debit,110,0,"Los Angeles, CA",device_A,merchant_061,online,0,0,3,11,0,31,0.5496,0,0,72587.0,332.02,1902.86
3133,2021-07-30 05:04:25,30.68,debit,16,0,"San Francisco, CA",device_C,merchant_147,online,0,0,4,5,0,31,0.285,0,0,64668.0,331.58,1902.92
3134,2021-07-30 11:59:23,31.72,debit,89,0,"San Francisco, CA",device_A,merchant_181,online,0,0,4,11,0,31,0.3068,0,0,24898.0,331.65,1902.91
3135,2021-07-31 00:10:48,44.63,debit,18,0,Online,device_A,merchant_200,atm,0,1,5,0,0,31,0.5626,0,0,43885.0,331.75,1902.9
3136,2021-07-31 00:30:33,31.54,debit,38,0,"Los Angeles, CA",device_C,merchant_243,branch,0,1,5,0,0,31,0.3024,0,0,1185.0,331.68,1902.91
3137,2021-07-31 13:01:28,76.21,credit,20,0,"Los Angeles, CA",device_A,merchant_057,online,0,1,5,13,0,31,0.8884,0,0,45055.0,331.61,1902.92
3138,2021-08-01 02:35:11,37.71,debit,19,1,"Los Angeles, CA",device_D,merchant_223,mobile,0,1,6,2,0,31,0.427,0,0,48823.0,331.73,1902.9
