transaction_id,date,amount,transaction_type,transaction_duration_secs,is_recurring,location,device_id,merchant_id,channel,day_of_week,hour_of_day,is_weekend,is_holiday,customer_age,amount_percentile,time_since_last_tx_secs,rolling_mean_3mo_amount,rolling_std_3mo_amount,is_anomaly
txnD002840,2021-09-30 00:14:14,3.98,debit,191,False,"Cleveland, OH",deviceC_13,merchantC_34,online,3,0,False,False,29,2.0879120879120876,16332.0,274.54,1663.98,False
txnD002841,2021-09-30 02:43:59,108.21,credit,16,False,"Kansas City, MO",deviceC_14,merchantC_153,online,3,2,False,False,29,95.26473526473526,8985.0,273.31,1657.82,False
txnD002842,2021-09-30 17:18:53,13.1,debit,326,False,"Orlando, FL",deviceC_29,merchantC_15,atm,3,17,False,False,29,28.451548451548454,52494.0,271.39,1651.82,False
txnD002843,2021-10-01 19:45:16,22.08,debit,41,False,"Orlando, FL",deviceC_21,merchantC_33,online,4,19,False,False,29,52.5074925074925,95183.0,271.38,1651.82,False
txnD002844,2021-10-02 06:32:03,6.64,debit,109,False,"Miami, FL",deviceC_21,merchantC_57,online,5,6,True,True,29,7.662337662337662,38807.0,271.01,1651.87,False
txnD002845,2021-10-03 03:42:12,6.05,debit,305,False,"Raleigh, NC",deviceC_34,merchantC_140,online,6,3,True,True,29,6.233766233766234,76209.0,274.84,1663.95,False
txnD002846,2021-10-03 04:24:46,81.07,credit,181,False,"Portland, OR",deviceC_6,merchantC_119,branch,6,4,True,True,29,92.86713286713287,2554.0,273.4,1657.81,False
txnD002847,2021-10-04 05:09:30,20.4,debit,17,False,"Minneapolis, MN",deviceC_4,merchantC_2,atm,0,5,False,False,29,48.761238761238765,89084.0,271.54,1651.8,False
txnD002848,2021-10-04 19:58:25,44.76,debit,41,False,"Kansas City, MO",deviceC_5,merchantC_74,atm,0,19,False,False,29,81.05894105894106,53335.0,269.89,1645.83,False
txnD002849,2021-10-05 05:48:23,8.7,debit,342,False,"Pittsburgh, PA",deviceC_31,merchantC_51,atm,1,5,False,False,29,13.996003996003997,35398.0,268.0,1639.96,False
txnD002850,2021-10-05 19:43:15,35.33,debit,347,False,"Raleigh, NC",deviceC_25,merchantC_109,mobile,1,19,False,False,29,73.36663336663337,50092.0,269.74,1645.85,False
txnD002851,2021-10-06 13:28:10,17.3,debit,254,False,"Portland, OR",deviceC_19,merchantC_105,branch,2,13,False,False,29,41.21878121878122,63895.0,273.38,1657.81,False
txnD002852,2021-10-06 23:56:00,50.67,credit,43,False,"Pittsburgh, PA",deviceC_26,merchantC_6,online,2,23,False,False,29,84.36563436563436,37670.0,271.75,1651.77,False
txnD002853,2021-10-07 00:29:29,34.65,debit,133,False,"Atlanta, GA",deviceC_17,merchantC_100,branch,3,0,False,False,29,72.68731268731268,2009.0,270.01,1645.81,False
txnD002854,2021-10-08 04:01:39,14.25,debit,138,False,"Atlanta, GA",deviceC_11,merchantC_30,online,4,4,False,False,29,32.187812187812185,99130.0,273.58,1657.78,False
txnD002855,2021-10-08 15:15:27,20.04,credit,216,False,"Orlando, FL",deviceC_4,merchantC_83,mobile,4,15,False,False,29,47.392607392607395,40428.0,224.44,1562.86,False
txnD002856,2021-10-09 02:24:42,51.51,debit,81,False,"Miami, FL",deviceC_8,merchantC_129,mobile,5,2,True,True,29,84.72527472527473,40155.0,223.17,1557.13,False
txnD002857,2021-10-09 06:27:10,9.23,debit,318,False,"Minneapolis, MN",deviceC_25,merchantC_153,mobile,5,6,True,True,29,15.824175824175823,14548.0,224.32,1562.87,False
txnD002858,2021-10-09 17:40:12,26.75,credit,229,False,"Pittsburgh, PA",deviceC_24,merchantC_45,mobile,5,17,True,True,29,62.45754245754246,40382.0,222.87,1557.17,False
txnD002859,2021-10-10 00:17:47,20.16,debit,355,False,"Orlando, FL",deviceC_3,merchantC_15,online,6,0,True,True,29,47.84215784215784,23855.0,221.39,1551.53,False
txnD002860,2021-10-10 04:14:14,23.4,debit,172,False,"Cleveland, OH",deviceC_26,merchantC_74,online,6,4,True,True,29,55.77422577422577,14187.0,219.95,1545.95,False
txnD002861,2021-10-10 04:24:43,10.86,debit,126,True,"Raleigh, NC",deviceC_3,merchantC_80,mobile,6,4,True,True,29,21.40859140859141,629.0,218.45,1540.44,False
txnD002862,2021-10-10 12:13:51,6.45,debit,339,False,"Minneapolis, MN",deviceC_30,merchantC_102,mobile,6,12,True,True,29,7.172827172827173,28148.0,218.46,1540.44,False
txnD002863,2021-10-11 04:38:12,63.2,credit,221,False,"Portland, OR",deviceC_16,merchantC_130,mobile,0,4,False,False,29,89.24075924075923,59061.0,218.77,1540.4,False
txnD002864,2021-10-12 00:39:12,42.61,debit,139,False,"Pittsburgh, PA",deviceC_4,merchantC_113,online,1,0,False,False,29,79.5004995004995,72060.0,221.86,1551.47,False
txnD002865,2021-10-13 07:57:25,15.9,debit,174,False,"Raleigh, NC",deviceC_12,merchantC_70,mobile,2,7,False,False,29,37.34265734265734,112693.0,226.66,1568.53,False
txnD002866,2021-10-13 22:05:14,67.68,debit,285,False,"Cleveland, OH",deviceC_5,merchantC_21,branch,2,22,False,False,29,90.42957042957043,50869.0,225.48,1562.73,False
txnD002867,2021-10-14 17:51:10,106.94,debit,72,False,"Portland, OR",deviceC_3,merchantC_146,branch,3,17,False,False,29,95.18481518481519,71156.0,224.61,1556.97,False
txnD002868,2021-10-15 01:56:30,8.5,credit,84,False,"Raleigh, NC",deviceC_4,merchantC_10,online,4,1,False,False,29,13.266733266733265,29120.0,224.29,1557.01,False
txnD002869,2021-10-16 04:27:15,17.92,debit,217,False,"Cleveland, OH",deviceC_25,merchantC_122,online,5,4,True,True,29,42.48751248751248,95445.0,226.71,1568.54,False
txnD002870,2021-10-16 17:56:53,4.11,credit,275,True,"Kansas City, MO",deviceC_14,merchantC_26,online,5,17,True,True,29,2.3476523476523474,48578.0,225.06,1562.79,False
txnD002871,2021-10-16 18:04:40,22.38,debit,250,False,"Baltimore, MD",deviceC_17,merchantC_70,online,5,18,True,True,29,53.396603396603396,467.0,223.57,1557.09,False
txnD002872,2021-10-16 21:02:49,73.6,debit,114,False,"Orlando, FL",deviceC_24,merchantC_53,online,5,21,True,True,29,91.80819180819181,10689.0,222.47,1551.41,False
txnD002873,2021-10-17 05:32:43,17.09,credit,134,False,"Minneapolis, MN",deviceC_32,merchantC_153,online,6,5,True,True,29,40.50949050949051,30594.0,222.29,1551.43,False
txnD002874,2021-10-19 14:02:55,14.05,debit,98,False,"Kansas City, MO",deviceC_2,merchantC_31,atm,1,14,False,False,29,31.3986013986014,203412.0,225.0,1562.8,False
txnD002875,2021-10-20 10:39:08,18.2,debit,19,True,"Portland, OR",deviceC_26,merchantC_74,branch,2,10,False,False,29,43.136863136863134,74173.0,223.48,1557.11,False
txnD002876,2021-10-22 21:39:27,42.78,debit,123,False,"Kansas City, MO",deviceC_32,merchantC_61,atm,4,21,False,False,29,79.64035964035963,212419.0,228.45,1574.34,False
txnD002877,2021-10-23 07:18:27,42.86,credit,108,True,"Kansas City, MO",deviceC_24,merchantC_16,online,5,7,True,True,29,79.70029970029971,34740.0,227.07,1568.5,False
txnD002878,2021-10-23 18:55:09,79.62,debit,21,True,"Raleigh, NC",deviceC_19,merchantC_153,mobile,5,18,True,True,29,92.56743256743258,41802.0,225.97,1562.68,False
txnD002879,2021-10-24 19:39:24,26.98,debit,304,False,"Atlanta, GA",deviceC_5,merchantC_48,atm,6,19,True,True,29,62.7972027972028,89055.0,226.08,1562.67,False
txnD002880,2021-10-26 13:28:26,11.17,debit,29,True,"Cleveland, OH",deviceC_10,merchantC_124,branch,1,13,False,False,29,22.41758241758242,150542.0,226.08,1562.67,False
txnD002881,2021-10-26 14:49:15,17.85,debit,68,False,"Cleveland, OH",deviceC_25,merchantC_102,mobile,1,14,False,False,29,42.357642357642355,4849.0,224.55,1556.97,False
txnD002882,2021-10-26 15:26:06,23.98,debit,344,True,"Portland, OR",deviceC_28,merchantC_120,online,1,15,False,False,29,57.12287712287713,2211.0,223.08,1551.33,False
txnD002883,2021-10-27 00:57:09,3.02,debit,18,True,"Minneapolis, MN",deviceC_31,merchantC_143,mobile,2,0,False,False,29,0.8391608391608392,34263.0,222.69,1551.38,False
txnD002884,2021-10-27 06:34:41,13.35,debit,53,False,"Portland, OR",deviceC_27,merchantC_71,mobile,2,6,False,False,29,29.42057942057942,20252.0,221.17,1545.81,False
txnD002885,2021-10-27 12:57:00,16.5,credit,258,False,"Kansas City, MO",deviceC_34,merchantC_23,online,2,12,False,False,29,39.04095904095904,22939.0,221.21,1545.81,False
txnD002886,2021-10-28 09:38:13,38.09,debit,14,False,"Pittsburgh, PA",deviceC_1,merchantC_66,atm,3,9,False,False,29,76.01398601398601,74473.0,222.85,1551.36,False
txnD002887,2021-10-28 13:44:06,20.02,credit,101,False,"Atlanta, GA",deviceC_7,merchantC_37,online,3,13,False,False,29,47.35264735264735,14753.0,221.38,1545.79,False
txnD002888,2021-10-28 23:04:16,41.4,credit,80,False,"Pittsburgh, PA",deviceC_24,merchantC_138,atm,3,23,False,False,29,78.51148851148851,33610.0,221.56,1545.76,False
txnD002889,2021-10-29 19:25:32,26.12,credit,246,False,"Kansas City, MO",deviceC_2,merchantC_14,online,4,19,False,False,29,61.26873126873127,73276.0,221.67,1545.75,False
txnD002890,2021-10-30 02:44:45,14.85,debit,327,False,"Cleveland, OH",deviceC_19,merchantC_124,online,5,2,True,True,29,34.30569430569431,26353.0,220.18,1540.24,False
txnD002891,2021-10-31 00:51:05,23.62,credit,120,False,"Minneapolis, MN",deviceC_14,merchantC_53,mobile,6,0,True,True,29,56.25374625374625,79580.0,225.81,1562.69,False
txnD002892,2021-10-31 02:26:50,62.45,debit,289,False,"Miami, FL",deviceC_7,merchantC_157,branch,6,2,True,True,29,88.97102897102897,5745.0,224.61,1556.96,False
txnD002893,2021-10-31 20:01:13,22.91,debit,124,False,"Kansas City, MO",deviceC_16,merchantC_156,online,6,20,True,True,29,54.785214785214784,63263.0,224.36,1556.99,False
txnD002894,2021-11-01 20:47:21,14.35,debit,105,False,"Minneapolis, MN",deviceC_14,merchantC_22,branch,0,20,False,False,29,32.527472527472526,89168.0,223.88,1557.04,False
txnD002895,2021-11-02 08:08:00,14.68,debit,103,False,"Kansas City, MO",deviceC_27,merchantC_32,branch,1,8,False,False,29,33.6963036963037,40839.0,223.86,1557.05,False
txnD002896,2021-11-02 09:12:33,14.51,debit,157,False,"Cleveland, OH",deviceC_34,merchantC_156,online,1,9,False,False,29,33.116883116883116,3873.0,222.33,1551.41,False
txnD002897,2021-11-02 09:45:11,9.54,credit,176,False,"Raleigh, NC",deviceC_5,merchantC_5,online,1,9,False,False,29,16.893106893106893,1958.0,220.79,1545.85,False
txnD002898,2021-11-02 13:18:43,30.17,debit,85,False,"Raleigh, NC",deviceC_17,merchantC_33,atm,1,13,False,False,29,67.29270729270729,12812.0,219.41,1540.32,False
txnD002899,2021-11-02 18:45:29,25.88,credit,136,False,"Baltimore, MD",deviceC_12,merchantC_100,branch,1,18,False,False,29,60.74925074925075,19606.0,218.03,1534.86,False
txnD002900,2021-11-02 22:38:56,29.8,debit,331,False,"Orlando, FL",deviceC_18,merchantC_90,branch,1,22,False,False,29,66.95304695304696,14007.0,216.7,1529.45,False
txnD002901,2021-11-03 07:39:12,27.17,credit,36,False,"Miami, FL",deviceC_32,merchantC_151,atm,2,7,False,False,29,63.15684315684316,32416.0,216.63,1529.46,False
txnD002902,2021-11-03 19:16:58,24139.93,debit,4716,False,"Accra, Ghana",tempdev_42,rare_merchant,mobile,2,19,False,False,29,99.98001998001999,41866.0,385.1,2520.54,True
txnD002903,2021-11-04 05:24:15,9.35,debit,58,False,"Cleveland, OH",deviceC_20,merchantC_148,online,3,5,False,False,29,16.283716283716284,36437.0,382.47,2511.84,False
txnD002904,2021-11-04 15:16:54,6.76,credit,259,False,"Miami, FL",deviceC_3,merchantC_123,mobile,3,15,False,False,29,8.011988011988013,35559.0,379.86,2503.24,False
txnD002905,2021-11-05 23:29:01,26.1,credit,179,False,"Kansas City, MO",deviceC_13,merchantC_118,online,4,23,False,False,29,61.21878121878122,115927.0,387.07,2529.42,False
txnD002906,2021-11-06 12:53:32,33.77,debit,19,False,"Portland, OR",deviceC_24,merchantC_67,online,5,12,True,True,29,71.66833166833166,48271.0,384.58,2520.61,False
txnD002907,2021-11-06 16:11:43,93.74,debit,359,False,"Cleveland, OH",deviceC_15,merchantC_30,online,5,16,True,True,29,94.26573426573427,11891.0,382.55,2511.83,False
txnD002908,2021-11-08 16:34:45,7.87,debit,274,False,"Kansas City, MO",deviceC_8,merchantC_149,atm,0,16,False,False,29,11.448551448551449,174182.0,379.95,2503.23,False
txnD002909,2021-11-10 23:53:13,20.28,debit,136,False,"Cleveland, OH",deviceC_3,merchantC_124,branch,2,23,False,False,29,48.38161838161838,199108.0,387.22,2555.67,False
txnD002910,2021-11-11 04:26:14,10.91,credit,281,False,"Raleigh, NC",deviceC_18,merchantC_58,mobile,3,4,False,False,29,21.63836163836164,16381.0,304.22,2372.7,False
txnD002911,2021-11-13 21:12:12,65.81,debit,160,False,"Portland, OR",deviceC_17,merchantC_35,online,5,21,True,True,29,90.02997002997003,233158.0,310.19,2398.76,False
txnD002912,2021-11-14 01:57:46,17.98,debit,72,False,"Baltimore, MD",deviceC_18,merchantC_25,branch,6,1,True,True,29,42.66733266733267,17134.0,308.04,2389.99,False
txnD002913,2021-11-14 18:27:25,13.07,credit,342,False,"Miami, FL",deviceC_3,merchantC_132,mobile,6,18,True,True,29,28.24175824175824,59379.0,305.89,2381.32,False
txnD002914,2021-11-15 05:35:34,12.91,credit,166,False,"Atlanta, GA",deviceC_32,merchantC_73,online,0,5,False,False,29,27.762237762237763,40089.0,303.77,2372.75,False
txnD002915,2021-11-15 10:49:01,22.9,debit,357,False,"Cleveland, OH",deviceC_6,merchantC_112,mobile,0,10,False,False,29,54.72527472527473,18807.0,301.74,2364.26,False
txnD002916,2021-11-15 15:20:04,15.81,debit,333,False,"Portland, OR",deviceC_34,merchantC_87,atm,0,15,False,False,29,37.1028971028971,16263.0,299.7,2355.86,False
txnD002917,2021-11-15 15:25:28,81.99,debit,307,True,"Raleigh, NC",deviceC_15,merchantC_86,atm,0,15,False,False,29,93.04695304695305,324.0,298.16,2347.5,False
txnD002918,2021-11-16 05:12:48,10.67,credit,86,False,"Cleveland, OH",deviceC_2,merchantC_78,online,1,5,False,False,29,20.61938061938062,49640.0,300.15,2355.81,False
txnD002919,2021-11-16 07:21:24,11.02,credit,335,False,"Pittsburgh, PA",deviceC_24,merchantC_84,mobile,1,7,False,False,29,21.92807192807193,7716.0,298.1,2347.51,False
txnD002920,2021-11-17 03:35:19,9.73,debit,133,False,"Portland, OR",deviceC_2,merchantC_130,mobile,2,3,False,False,29,17.562437562437562,72835.0,296.07,2339.3,False
txnD002921,2021-11-17 16:53:36,24.4,credit,28,False,"Baltimore, MD",deviceC_28,merchantC_48,branch,2,16,False,False,29,57.82217782217782,47897.0,296.05,2339.3,False
txnD002922,2021-11-17 17:16:51,10.37,credit,63,False,"Pittsburgh, PA",deviceC_9,merchantC_87,atm,2,17,False,False,29,19.64035964035964,1395.0,294.05,2331.17,False
txnD002923,2021-11-17 21:52:46,20.44,debit,260,False,"Raleigh, NC",deviceC_20,merchantC_130,online,2,21,False,False,29,48.88111888111888,16555.0,292.15,2323.12,False
txnD002924,2021-11-18 09:41:36,57.25,debit,180,False,"Kansas City, MO",deviceC_33,merchantC_35,online,3,9,False,False,29,87.23276723276723,42530.0,292.41,2323.09,False
txnD002925,2021-11-18 20:59:31,10.15,credit,202,False,"Raleigh, NC",deviceC_12,merchantC_55,atm,3,20,False,False,29,18.97102897102897,40675.0,290.47,2315.12,False
txnD002926,2021-11-19 04:33:30,3.22,credit,300,False,"Portland, OR",deviceC_32,merchantC_51,mobile,4,4,False,False,29,1.078921078921079,27239.0,290.33,2315.14,False
txnD002927,2021-11-19 15:17:10,3.85,debit,297,False,"Baltimore, MD",deviceC_20,merchantC_82,atm,4,15,False,False,29,1.9380619380619382,38620.0,288.37,2307.27,False
txnD002928,2021-11-21 16:43:39,3.53,debit,291,True,"Orlando, FL",deviceC_18,merchantC_9,mobile,6,16,True,True,29,1.4385614385614385,177989.0,296.75,2347.64,False
txnD002929,2021-11-21 21:47:02,7.79,debit,245,False,"Atlanta, GA",deviceC_22,merchantC_9,branch,6,21,True,True,29,11.268731268731269,18203.0,294.72,2339.42,False
txnD002930,2021-11-22 07:48:29,24.61,debit,163,False,"Kansas City, MO",deviceC_1,merchantC_129,atm,0,7,False,False,29,58.281718281718284,36087.0,292.83,2331.28,False
txnD002931,2021-11-22 13:29:14,46.63,debit,340,False,"Miami, FL",deviceC_5,merchantC_18,branch,0,13,False,False,29,82.17782217782218,20445.0,291.12,2323.2,False
txnD002932,2021-11-24 12:58:15,14.91,credit,64,False,"Cleveland, OH",deviceC_17,merchantC_57,mobile,2,12,False,False,29,34.425574425574425,170941.0,292.63,2331.3,False
txnD002933,2021-11-24 15:55:44,60.71,debit,230,False,"Orlando, FL",deviceC_24,merchantC_34,atm,2,15,False,False,29,88.49150849150848,10649.0,291.02,2323.22,False
txnD002934,2021-11-24 19:25:51,12.35,credit,164,False,"Atlanta, GA",deviceC_28,merchantC_127,online,2,19,False,False,29,25.874125874125873,12607.0,291.02,2323.22,False
txnD002935,2021-11-24 22:57:19,17.17,debit,26,True,"Orlando, FL",deviceC_25,merchantC_152,online,2,22,False,False,29,40.91908091908092,12688.0,289.13,2315.25,False
txnD002936,2021-11-25 05:52:13,78.71,debit,304,False,"Raleigh, NC",deviceC_8,merchantC_46,atm,3,5,False,False,29,92.44755244755245,24894.0,287.69,2307.32,False
txnD002937,2021-11-25 21:59:18,44.1,debit,317,False,"Baltimore, MD",deviceC_22,merchantC_141,online,3,21,False,False,29,80.61938061938062,58025.0,291.51,2323.16,False
txnD002938,2021-11-26 07:09:26,16720.62,debit,3752,False,"Accra, Ghana",tempdev_11,rare_merchant,atm,4,7,False,False,29,99.96003996003996,33008.0,404.81,2687.21,True
txnD002939,2021-11-27 03:50:49,10.83,credit,333,False,"Baltimore, MD",deviceC_2,merchantC_116,branch,5,3,True,True,29,21.28871128871129,74483.0,402.12,2678.13,False
txnD002940,2021-11-27 15:26:46,31.83,credit,193,False,"Minneapolis, MN",deviceC_11,merchantC_138,online,5,15,True,True,29,69.47052947052947,41757.0,399.6,2669.11,False
txnD002941,2021-11-28 10:37:59,43.91,debit,106,False,"Raleigh, NC",deviceC_27,merchantC_104,mobile,6,10,True,True,29,80.4995004995005,69073.0,397.19,2660.18,False
txnD002942,2021-11-29 01:24:18,16.9,credit,319,False,"Portland, OR",deviceC_14,merchantC_137,atm,0,1,False,False,29,39.87012987012987,53179.0,394.64,2651.36,False
txnD002943,2021-11-29 21:27:59,24.36,credit,309,False,"Atlanta, GA",deviceC_12,merchantC_121,branch,0,21,False,False,29,57.772227772227765,72221.0,399.8,2669.08,False
txnD002944,2021-12-01 00:15:12,41.84,credit,171,False,"Kansas City, MO",deviceC_9,merchantC_48,mobile,2,0,False,False,29,78.92107892107893,96433.0,405.18,2687.16,False
txnD002945,2021-12-02 16:50:08,35.14,credit,164,False,"Cleveland, OH",deviceC_32,merchantC_123,mobile,3,16,False,False,29,73.10689310689311,146096.0,405.29,2687.14,False
txnD002946,2021-12-03 06:28:25,8.97,debit,209,False,"Raleigh, NC",deviceC_21,merchantC_16,mobile,4,6,False,False,29,14.845154845154845,49097.0,402.58,2678.06,False
txnD002947,2021-12-03 07:19:10,3.71,credit,43,False,"Pittsburgh, PA",deviceC_2,merchantC_151,atm,4,7,False,False,29,1.6583416583416581,3045.0,399.87,2669.08,False
txnD002948,2021-12-04 03:46:00,19.52,debit,164,False,"Portland, OR",deviceC_16,merchantC_97,branch,5,3,True,True,29,46.133866133866135,73610.0,397.3,2660.17,False
txnD002949,2021-12-04 14:37:27,60.2,debit,128,False,"Miami, FL",deviceC_5,merchantC_77,branch,5,14,True,True,29,88.33166833166834,39087.0,397.48,2660.14,False
txnD002950,2021-12-05 05:06:28,19.42,debit,287,False,"Minneapolis, MN",deviceC_17,merchantC_72,mobile,6,5,True,True,29,45.964035964035965,52141.0,394.94,2651.32,False
txnD002951,2021-12-06 02:32:28,43.05,credit,357,False,"Miami, FL",deviceC_24,merchantC_104,atm,0,2,False,False,29,79.83016983016982,77160.0,397.79,2660.1,False
txnD002952,2021-12-06 20:46:47,10.54,debit,163,False,"Minneapolis, MN",deviceC_14,merchantC_14,online,0,20,False,False,29,20.1998001998002,65659.0,395.19,2651.29,False
txnD002953,2021-12-07 07:26:07,31.56,debit,357,True,"Baltimore, MD",deviceC_34,merchantC_74,atm,1,7,False,False,29,69.16083916083916,38360.0,395.3,2651.27,False
txnD002954,2021-12-07 21:01:18,16.63,debit,333,False,"Raleigh, NC",deviceC_34,merchantC_153,online,1,21,False,False,29,39.36063936063936,48911.0,395.24,2651.28,False
txnD002955,2021-12-08 04:00:44,25.07,credit,125,True,"Cleveland, OH",deviceC_10,merchantC_111,atm,2,4,False,False,29,59.27072927072927,25166.0,392.78,2642.54,False
txnD002956,2021-12-09 22:59:37,54.31,credit,334,False,"Miami, FL",deviceC_32,merchantC_157,mobile,3,22,False,False,29,85.99400599400599,154733.0,302.4,2403.16,False
txnD002957,2021-12-10 03:28:35,26.26,debit,222,True,"Portland, OR",deviceC_25,merchantC_95,online,4,3,False,False,29,61.67832167832168,16138.0,300.54,2395.13,False
txnD002958,2021-12-10 09:26:06,13.23,debit,190,False,"Baltimore, MD",deviceC_1,merchantC_134,online,4,9,False,False,29,28.96103896103896,21451.0,300.58,2395.13,False
txnD002959,2021-12-10 14:03:46,51.39,debit,27,False,"Raleigh, NC",deviceC_15,merchantC_78,atm,4,14,False,False,29,84.65534465534465,16660.0,298.92,2387.16,False
txnD002960,2021-12-10 19:20:31,20.15,debit,205,True,"Miami, FL",deviceC_19,merchantC_32,atm,4,19,False,False,29,47.8021978021978,19005.0,297.08,2379.3,False
txnD002961,2021-12-11 00:23:27,9.47,debit,226,False,"Baltimore, MD",deviceC_29,merchantC_63,atm,5,0,True,True,29,16.583416583416582,18176.0,296.97,2379.31,False
txnD002962,2021-12-11 04:09:10,7.52,debit,218,False,"Miami, FL",deviceC_7,merchantC_22,mobile,5,4,True,True,29,10.30969030969031,13543.0,295.06,2371.54,False
txnD002963,2021-12-12 05:19:22,10.31,credit,208,False,"Orlando, FL",deviceC_10,merchantC_139,online,6,5,True,True,29,19.450549450549453,90612.0,295.05,2371.54,False
txnD002964,2021-12-13 21:00:21,33.21,credit,172,False,"Atlanta, GA",deviceC_17,merchantC_7,online,0,21,False,False,29,71.06893106893108,142859.0,295.21,2371.52,False
txnD002965,2021-12-15 01:51:04,24.59,debit,126,False,"Atlanta, GA",deviceC_18,merchantC_136,branch,2,1,False,False,29,58.22177822177822,103843.0,295.14,2371.53,False
txnD002966,2021-12-16 05:37:25,21.21,credit,186,False,"Miami, FL",deviceC_15,merchantC_109,atm,3,5,False,False,29,50.70929070929071,99981.0,296.98,2379.31,False
txnD002967,2021-12-16 06:31:07,21.96,credit,166,False,"Atlanta, GA",deviceC_6,merchantC_49,mobile,3,6,False,False,29,52.2077922077922,3222.0,295.17,2371.53,False
txnD002968,2021-12-16 08:14:42,34.55,credit,271,False,"Cleveland, OH",deviceC_28,merchantC_92,atm,3,8,False,False,29,72.60739260739261,6215.0,293.47,2363.81,False
txnD002969,2021-12-16 17:52:46,37.98,credit,148,False,"Kansas City, MO",deviceC_13,merchantC_100,online,3,17,False,False,29,75.9040959040959,34684.0,293.61,2363.79,False
txnD002970,2021-12-17 05:33:47,25.44,debit,187,False,"Orlando, FL",deviceC_15,merchantC_91,mobile,4,5,False,False,29,60.019980019980025,42061.0,295.51,2371.49,False
txnD002971,2021-12-17 13:35:11,74.53,debit,207,False,"Minneapolis, MN",deviceC_33,merchantC_52,online,4,13,False,False,29,91.96803196803197,28884.0,295.86,2371.45,False
txnD002972,2021-12-18 02:56:51,57.05,debit,277,False,"Kansas City, MO",deviceC_15,merchantC_101,mobile,5,2,True,True,29,87.17282717282717,48100.0,294.3,2363.71,False
txnD002973,2021-12-19 09:24:52,63.77,credit,274,False,"Pittsburgh, PA",deviceC_9,merchantC_121,atm,6,9,True,True,29,89.4005994005994,109681.0,296.33,2371.4,False
txnD002974,2021-12-19 10:34:29,6.79,debit,153,False,"Baltimore, MD",deviceC_27,merchantC_118,mobile,6,10,True,True,29,8.071928071928072,4177.0,294.44,2363.7,False
txnD002975,2021-12-19 15:50:21,16.06,debit,156,False,"Minneapolis, MN",deviceC_19,merchantC_107,mobile,6,15,True,True,29,37.702297702297706,18952.0,292.63,2356.07,False
txnD002976,2021-12-20 04:21:57,31.48,credit,112,False,"Cleveland, OH",deviceC_22,merchantC_107,atm,0,4,False,False,29,69.04095904095904,45096.0,298.23,2379.17,False
txnD002977,2021-12-20 05:27:57,26.47,debit,216,True,"Cleveland, OH",deviceC_4,merchantC_83,online,0,5,False,False,29,61.98801198801199,3960.0,296.45,2371.39,False
txnD002978,2021-12-20 08:51:11,56.4,credit,151,False,"Orlando, FL",deviceC_19,merchantC_98,branch,0,8,False,False,29,86.97302697302696,12194.0,294.88,2363.65,False
txnD002979,2021-12-21 02:08:43,10.7,debit,229,False,"Kansas City, MO",deviceC_14,merchantC_143,atm,1,2,False,False,29,20.80919080919081,62252.0,294.74,2363.67,False
txnD002980,2021-12-21 04:02:25,20.96,credit,258,False,"Atlanta, GA",deviceC_6,merchantC_42,mobile,1,4,False,False,29,50.11988011988012,6822.0,292.96,2356.03,False
txnD002981,2021-12-21 07:19:29,7.23,debit,358,False,"Kansas City, MO",deviceC_13,merchantC_7,online,1,7,False,False,29,9.52047952047952,11824.0,291.12,2348.48,False
txnD002982,2021-12-21 20:13:12,26.02,debit,184,False,"Kansas City, MO",deviceC_16,merchantC_3,online,1,20,False,False,29,60.999000999001,46423.0,289.42,2340.99,False
txnD002983,2021-12-22 04:58:21,57.51,credit,79,False,"Cleveland, OH",deviceC_10,merchantC_11,branch,2,4,False,False,29,87.42257742257742,31509.0,289.59,2340.97,False
txnD002984,2021-12-22 09:03:03,14.5,debit,130,False,"Raleigh, NC",deviceC_33,merchantC_144,atm,2,9,False,False,29,33.056943056943055,14682.0,287.84,2333.56,False
txnD002985,2021-12-22 15:15:21,14.25,debit,327,False,"Raleigh, NC",deviceC_30,merchantC_1,mobile,2,15,False,False,29,32.187812187812185,22338.0,286.11,2326.22,False
txnD002986,2021-12-22 15:18:42,25.81,debit,92,False,"Portland, OR",deviceC_24,merchantC_135,online,2,15,False,False,29,60.619380619380614,201.0,284.47,2318.94,False
txnD002987,2021-12-23 03:30:44,62.95,debit,312,False,"Orlando, FL",deviceC_16,merchantC_59,atm,3,3,False,False,29,89.17082917082917,43922.0,286.31,2326.2,False
txnD002988,2021-12-24 17:48:33,19.09,credit,344,False,"Minneapolis, MN",deviceC_32,merchantC_20,mobile,4,17,False,False,29,45.184815184815186,137869.0,286.17,2326.21,False
txnD002989,2021-12-25 13:05:15,12.36,debit,274,False,"Atlanta, GA",deviceC_24,merchantC_133,branch,5,13,True,True,29,25.914085914085916,69402.0,291.22,2348.47,False
txnD002990,2021-12-26 21:30:23,21.9,debit,351,False,"Atlanta, GA",deviceC_4,merchantC_121,atm,6,21,True,True,29,52.12787212787213,116708.0,291.18,2348.48,False
txnD002991,2021-12-27 17:09:46,13.84,debit,301,False,"Raleigh, NC",deviceC_20,merchantC_99,online,0,17,False,False,29,30.799200799200797,70763.0,292.92,2356.04,False
