account_id,transaction_id,date,amount,merchant_name,transaction_type,location,login_attempts,transaction_duration,is_holiday,amount_percentile,is_anomaly,anomaly_confidence
AC00120,TX001391,2023-02-09 17:46:49,301.56,M011,Debit,Seattle,1,118,False,0.8333333333333334,False,0.20487711064306374
AC00462,TX001392,2023-06-27 17:50:21,17.67,M061,Debit,San Diego,1,91,False,0.1666666666666666,False,0.32517303438124334
AC00481,TX001393,2023-03-13 18:24:20,5.29,M008,Credit,San Francisco,1,132,False,0.25,False,0.5204296998425453
AC00166,TX001394,2023-09-18 16:18:19,401.37,M031,Debit,Los Angeles,1,251,False,0.8333333333333334,False,0.4178823460035264
AC00438,TX001395,2023-07-06 17:53:38,145.4,M044,Debit,Tucson,1,24,False,0.75,False,0.21689551906085983
AC00090,TX001396,2023-10-19 16:34:22,556.34,M031,Debit,Seattle,1,46,False,0.8888888888888888,False,0.2913116393772387
AC00041,TX001397,2023-04-28 16:55:28,34.31,M094,Debit,Philadelphia,1,251,False,0.2857142857142857,False,0.12345936692294693
AC00141,TX001398,2023-06-28 17:58:48,780.59,M058,Credit,Tucson,1,145,False,1.0,False,0.4510859765564632
AC00410,TX001399,2023-03-08 17:42:36,282.65,M012,Debit,Fort Worth,1,161,False,0.6,False,0.24972861090146065
AC00362,TX001400,2023-09-27 16:25:38,305.27,M059,Debit,Las Vegas,1,147,False,0.75,False,0.22097699556422656
AC00315,TX001401,2023-09-20 16:30:06,185.81,M033,Debit,Austin,1,116,False,0.6,False,0.1979469813392888
AC00092,TX001402,2023-10-06 18:39:39,66.01,M042,Debit,Milwaukee,1,179,False,0.25,False,0.27211370554453684
AC00133,TX001403,2023-01-11 17:27:56,447.95,M002,Debit,Tucson,1,75,False,1.0,False,0.4011587605005883
AC00069,TX001404,2023-06-22 17:28:02,279.3,M079,Debit,Oklahoma City,1,48,False,0.7142857142857143,False,0.27196722500229564
AC00498,TX001405,2023-05-08 16:25:03,26.75,M096,Debit,Indianapolis,1,27,False,0.25,False,0.32673239550575167
AC00006,TX001406,2023-08-11 17:12:30,611.15,M009,Debit,Detroit,1,121,False,1.0,False,0.41383328801689506
AC00104,TX001407,2023-08-24 17:13:38,275.2,M058,Debit,New York,1,81,False,1.0,False,0.23422249985748195
AC00311,TX001408,2023-02-21 17:42:42,427.79,M016,Debit,San Jose,1,189,False,0.8333333333333334,False,0.316324876868058
AC00144,TX001409,2023-12-04 17:53:57,469.13,M009,Credit,San Antonio,1,139,False,0.875,False,0.5916366844702757
AC00157,TX001410,2023-12-04 16:23:00,102.81,M074,Debit,Seattle,1,47,False,0.2,False,0.3719111115391267
AC00171,TX001411,2023-12-21 17:56:04,22.61,M099,Debit,Seattle,1,145,False,0.2,False,0.17199721742403717
AC00374,TX001412,2023-06-08 18:54:04,68.28,M100,Debit,Boston,1,293,False,0.3333333333333333,False,0.27035842177566366
AC00219,TX001413,2023-09-18 17:18:03,33.65,M067,Credit,New York,1,146,False,0.2,False,0.3997882244075432
AC00405,TX001414,2023-01-16 18:02:19,362.68,M014,Credit,Miami,1,137,True,0.6666666666666666,True,0.6576032849820228
AC00075,TX001415,2023-06-23 16:41:27,73.23,M090,Debit,San Francisco,1,172,False,0.4,False,0.44693456142436494
AC00136,TX001416,2023-11-20 16:31:36,654.49,M060,Credit,Austin,1,104,False,0.625,False,0.26982806098163536
AC00056,TX001417,2023-04-24 17:04:21,18.56,M094,Credit,Memphis,1,161,False,0.1666666666666666,False,0.31132346590792537
AC00368,TX001418,2023-01-06 17:35:08,389.05,M075,Debit,Dallas,1,41,False,1.0,False,0.3146667369384185
AC00261,TX001419,2023-03-15 16:47:45,7.38,M076,Debit,Houston,1,105,False,0.25,False,0.3969042154107306
AC00090,TX001420,2023-06-26 17:38:22,109.48,M008,Debit,Baltimore,1,93,False,0.5555555555555556,False,0.2309746385780649
AC00297,TX001421,2023-01-30 18:47:17,66.91,M047,Debit,Seattle,1,85,False,0.2,False,0.18006656926204614
AC00144,TX001422,2023-03-02 16:06:18,335.48,M040,Debit,Oklahoma City,1,155,False,0.75,False,0.2909381778496297
AC00207,TX001423,2023-12-28 16:51:20,38.14,M026,Debit,Albuquerque,1,174,False,0.5,False,0.16938555012334006
AC00443,TX001424,2023-12-20 18:12:25,1076.98,M090,Debit,Detroit,1,173,False,1.0,False,0.47642707989914473
AC00179,TX001425,2023-02-09 16:29:06,360.02,M004,Debit,Dallas,1,68,False,0.6666666666666666,False,0.18574549869203144
AC00175,TX001426,2023-02-06 18:39:23,567.71,M086,Debit,Memphis,1,80,False,1.0,False,0.3351513525590837
AC00386,TX001427,2023-05-23 16:29:31,218.19,M078,Debit,Austin,1,185,False,0.625,False,0.0842710895549411
AC00067,TX001428,2023-09-07 17:19:21,209.99,M014,Debit,Denver,1,40,False,0.5714285714285714,False,0.30485423721359944
AC00369,TX001429,2023-11-13 16:32:53,11.02,M008,Debit,Tucson,1,280,False,0.1666666666666666,False,0.30877713694306386
AC00257,TX001430,2023-05-30 16:28:48,83.43,M012,Debit,New York,1,109,False,0.3636363636363636,False,0.22674045200396822
AC00059,TX001431,2023-03-20 17:30:52,344.97,M050,Debit,Austin,1,106,False,1.0,False,0.23724205279305233
AC00341,TX001432,2023-01-30 17:22:39,172.29,M034,Debit,El Paso,1,283,False,0.8,False,0.2892857154323935
AC00357,TX001433,2023-07-17 16:05:23,195.54,M039,Debit,Omaha,1,255,False,0.5,False,0.3636651087639405
AC00455,TX001434,2023-08-04 18:34:01,101.23,M015,Debit,Colorado Springs,1,87,False,0.1428571428571428,False,0.33607126312408775
AC00346,TX001435,2023-03-13 16:26:30,180.46,M001,Debit,Fresno,1,34,False,1.0,False,0.2754497866983889
AC00118,TX001436,2023-03-07 16:51:37,692.55,M058,Debit,Charlotte,1,109,False,1.0,False,0.17405028100332492
AC00275,TX001437,2023-06-12 17:10:27,147.31,M005,Credit,Mesa,1,92,False,0.4444444444444444,False,0.4283308285140518
AC00028,TX001438,2023-02-07 17:38:18,107.48,M058,Debit,Los Angeles,1,103,False,0.3333333333333333,False,0.31016914686995617
AC00179,TX001439,2023-09-15 17:31:42,1831.02,M012,Credit,Columbus,1,83,False,1.0,True,0.7523094442019024
AC00090,TX001440,2023-08-10 16:10:22,81.51,M059,Debit,Washington,1,97,False,0.4444444444444444,False,0.2430637967556133
AC00367,TX001441,2023-05-22 17:59:02,365.48,M082,Credit,Seattle,1,216,False,0.8571428571428571,False,0.4584815457057757
AC00441,TX001442,2023-06-05 16:08:37,491.1,M067,Credit,Houston,1,125,False,0.8333333333333334,False,0.3590074547272622
AC00266,TX001443,2023-11-24 16:45:11,452.8,M034,Debit,Los Angeles,1,151,False,1.0,False,0.21284774563046613
AC00072,TX001444,2023-12-22 17:08:55,645.04,M014,Debit,Memphis,1,78,False,1.0,False,0.43837987292833897
AC00245,TX001445,2023-03-27 18:08:06,169.28,M057,Debit,Philadelphia,1,114,False,0.5,False,0.28545491181642796
AC00119,TX001446,2023-10-18 16:28:19,88.42,M096,Debit,El Paso,1,91,False,0.3333333333333333,False,0.2668691439455089
AC00061,TX001447,2023-03-24 17:04:32,155.53,M041,Debit,Baltimore,1,66,False,0.6,False,0.1595611888387167
AC00080,TX001448,2023-12-04 16:16:19,991.82,M042,Debit,Milwaukee,1,300,False,1.0,False,0.40844910256307426
AC00254,TX001449,2023-11-14 18:33:32,39.24,M095,Debit,Dallas,1,106,False,0.3333333333333333,False,0.2892853461872389
AC00218,TX001450,2023-02-23 16:41:55,152.01,M095,Debit,Fort Worth,3,111,False,0.4285714285714285,False,0.4958345091446994
AC00268,TX001451,2023-05-08 18:36:59,78.77,M085,Credit,Las Vegas,1,50,False,0.25,False,0.4935584692035456
AC00460,TX001452,2023-02-08 16:42:59,26.5,M063,Debit,Indianapolis,1,179,False,0.1666666666666666,False,0.4043360192673492
AC00257,TX001453,2023-06-22 17:18:09,83.62,M069,Debit,Raleigh,1,146,False,0.4545454545454545,False,0.45029584953251595
AC00398,TX001454,2023-05-09 16:40:52,142.78,M021,Debit,San Diego,1,150,False,0.1428571428571428,False,0.2917294870524138
AC00162,TX001455,2023-11-13 16:16:24,55.99,M037,Debit,El Paso,1,95,False,1.0,False,0.3503948291710611
AC00015,TX001456,2023-03-06 16:12:45,774.48,M013,Debit,Louisville,1,31,False,1.0,False,0.26490961270508634
AC00462,TX001457,2023-05-11 18:31:20,105.37,M043,Debit,Sacramento,1,160,False,0.8333333333333334,False,0.2508754691187749
AC00218,TX001458,2023-06-26 16:10:25,118.83,M039,Debit,Virginia Beach,1,295,False,0.2857142857142857,False,0.3213755694736367
AC00217,TX001459,2023-11-13 16:41:09,46.22,M049,Debit,San Jose,1,217,False,0.5,False,0.29566770312159174
AC00460,TX001460,2023-05-05 16:10:24,659.71,M052,Credit,San Jose,1,148,False,0.8333333333333334,False,0.5347286457485372
AC00068,TX001461,2023-11-17 16:50:08,377.97,M028,Debit,Miami,1,160,False,0.5,False,0.23996253428547998
AC00214,TX001462,2023-05-22 17:45:02,114.1,M024,Debit,Boston,1,148,False,1.0,False,0.3651544595663599
AC00266,TX001463,2023-12-01 16:33:43,11.3,M044,Credit,Louisville,1,41,False,0.25,False,0.3522783203988827
AC00193,TX001464,2023-05-22 16:24:02,95.5,M031,Debit,Omaha,1,17,False,0.5,False,0.37317994940022325
AC00132,TX001465,2023-02-08 16:52:09,130.93,M061,Credit,Houston,1,149,False,0.75,False,0.3970583726956701
AC00241,TX001466,2023-04-17 18:42:04,272.97,M033,Debit,Boston,1,174,False,0.8888888888888888,False,0.2970539705539386
AC00015,TX001467,2023-03-13 16:33:49,73.35,M093,Debit,San Francisco,1,47,False,0.5,False,0.31864782499544947
AC00352,TX001468,2023-10-13 16:22:08,29.94,M063,Debit,San Francisco,1,243,False,0.25,False,0.42015546137097637
AC00396,TX001469,2023-11-02 16:05:49,307.24,M096,Debit,San Jose,2,136,False,0.75,False,0.365761423427566
AC00174,TX001470,2023-10-16 16:29:39,50.52,M029,Debit,Boston,1,140,False,0.25,False,0.2260972244790438
AC00024,TX001471,2023-04-03 16:22:48,820.46,M041,Credit,Fort Worth,1,243,False,1.0,False,0.43728663659128286
AC00250,TX001472,2023-04-03 18:37:57,153.07,M034,Debit,Detroit,1,116,False,0.5,False,0.16627746685581776
AC00373,TX001473,2023-06-12 17:36:25,52.94,M052,Debit,Tucson,1,146,False,0.2222222222222222,False,0.2978785770655997
AC00030,TX001474,2023-04-17 16:53:29,384.41,M093,Debit,Jacksonville,1,65,False,0.7777777777777778,False,0.23862569982755685
AC00422,TX001475,2023-07-10 18:34:22,235.42,M060,Debit,Phoenix,1,175,False,1.0,False,0.3162151891367261
AC00229,TX001476,2023-06-07 17:35:50,114.23,M089,Debit,Dallas,1,64,False,0.4,False,0.15314216946345013
AC00002,TX001477,2023-05-05 16:35:44,12.62,M068,Debit,El Paso,1,61,False,0.1428571428571428,False,0.3882527308681039
AC00227,TX001478,2023-12-22 18:24:01,997.37,M053,Debit,Fort Worth,1,145,False,1.0,False,0.3017925811873573
AC00393,TX001479,2023-09-25 16:23:23,373.52,M026,Debit,Colorado Springs,1,235,False,0.875,False,0.19314944725822947
AC00042,TX001480,2023-04-24 17:18:18,336.05,M019,Debit,San Antonio,1,164,False,1.0,False,0.3904585307589886
AC00111,TX001481,2023-12-11 18:43:00,366.93,M078,Debit,Houston,1,33,False,0.7142857142857143,False,0.16240708237337623
AC00178,TX001482,2023-10-19 17:34:53,112.27,M007,Debit,Seattle,1,102,False,0.4,False,0.2406318015115301
AC00218,TX001483,2023-03-31 16:34:38,494.96,M067,Debit,Sacramento,1,132,False,1.0,False,0.3361964550502987
AC00198,TX001484,2023-06-23 17:38:26,561.58,M022,Debit,Sacramento,1,23,False,1.0,False,0.5194815697610808
AC00060,TX001485,2023-09-13 18:38:27,440.94,M008,Debit,San Antonio,1,148,False,0.75,False,0.2821154847681596
AC00397,TX001486,2023-02-20 16:28:39,71.9,M013,Debit,Los Angeles,1,51,True,0.2857142857142857,False,0.5055865711906598
AC00338,TX001487,2023-07-17 17:08:03,256.66,M045,Credit,Raleigh,1,137,False,0.7142857142857143,False,0.5806018927781312
AC00101,TX001488,2023-07-13 17:51:44,166.55,M065,Credit,Houston,1,99,False,1.0,False,0.4233192815606028
AC00384,TX001489,2023-02-13 17:04:50,276.26,M024,Debit,Louisville,1,143,False,0.4285714285714285,False,0.3025191595722729
AC00368,TX001490,2023-07-18 16:38:11,35.46,M073,Debit,Indianapolis,1,164,False,0.25,False,0.21167973801054438
AC00233,TX001491,2023-04-07 16:16:00,38.14,M072,Debit,Portland,1,165,False,0.5,False,0.24892561887575576
AC00375,TX001492,2023-12-18 18:26:07,506.26,M014,Credit,Baltimore,1,86,False,1.0,False,0.44877433010156603
AC00277,TX001493,2023-04-12 17:06:06,736.32,M054,Debit,Indianapolis,1,28,False,1.0,False,0.4653923371257872
AC00202,TX001494,2023-11-27 18:01:47,389.43,M005,Credit,Austin,1,151,False,0.75,False,0.34062356140868905
AC00142,TX001495,2023-11-16 16:33:22,25.58,M048,Debit,Omaha,1,166,False,0.5,False,0.30487116378071233
AC00178,TX001496,2023-09-19 17:45:19,446.1,M068,Debit,Seattle,1,243,False,1.0,False,0.27443580735477185
AC00130,TX001497,2023-09-05 16:52:06,147.74,M034,Debit,Raleigh,1,15,False,0.1111111111111111,False,0.5094099742882432
AC00018,TX001498,2023-02-20 16:36:36,1228.81,M034,Debit,San Francisco,1,254,True,1.0,True,0.736134107520193
AC00293,TX001499,2023-05-29 17:45:26,46.23,M015,Debit,Fresno,1,282,True,0.25,True,0.6188922771938823
AC00449,TX001500,2023-05-26 17:56:17,265.37,M013,Debit,Washington,1,77,False,0.8,False,0.18318951992804944
AC00496,TX001501,2023-02-03 17:10:00,342.57,M100,Debit,Boston,1,91,False,1.0,False,0.21340037718237573
AC00370,TX001502,2023-02-27 17:01:24,417.26,M049,Credit,New York,1,45,False,0.7142857142857143,False,0.3325586122861389
AC00341,TX001503,2023-11-03 16:50:08,33.63,M024,Debit,Columbus,1,76,False,0.4,False,0.4077608126287664
AC00400,TX001504,2023-12-04 18:06:30,64.58,M056,Debit,El Paso,1,173,False,0.2,False,0.4277303643055112
AC00301,TX001505,2023-04-20 16:34:59,23.23,M064,Credit,Miami,1,122,False,0.1666666666666666,False,0.425984297502239
AC00249,TX001506,2023-08-07 16:15:05,160.52,M034,Credit,Jacksonville,1,112,False,0.8,False,0.32629461461357806
AC00239,TX001507,2023-09-29 16:53:14,278.88,M001,Debit,Kansas City,2,179,False,0.8,False,0.3888795267202137
AC00419,TX001508,2023-08-11 18:42:10,285.49,M071,Credit,Charlotte,1,109,False,0.6666666666666666,False,0.23667904854041785
AC00435,TX001509,2023-01-16 18:03:02,71.87,M057,Debit,Nashville,1,258,True,0.5,True,0.6385702180279278
AC00012,TX001510,2023-12-26 16:08:51,308.8,M018,Debit,Baltimore,1,41,False,0.6666666666666666,False,0.13972835612637033
AC00438,TX001511,2023-07-28 18:42:51,135.35,M098,Debit,Houston,1,82,False,0.625,False,0.15340152519658587
AC00345,TX001512,2023-05-08 16:37:53,288.43,M075,Debit,Phoenix,1,72,False,0.5555555555555556,False,0.38126778448583437
AC00026,TX001513,2023-10-12 16:58:25,147.46,M071,Credit,Albuquerque,1,205,False,0.6666666666666666,False,0.4338209500068664
AC00416,TX001514,2023-10-30 17:07:54,214.15,M064,Debit,Detroit,1,217,False,0.4,False,0.20217574522791762
AC00272,TX001515,2023-08-28 16:00:00,71.34,M021,Debit,Miami,3,144,False,0.25,False,0.4375761427360906
AC00468,TX001516,2023-03-27 16:56:29,170.36,M091,Debit,Indianapolis,1,118,False,0.75,False,0.2328594249974834
AC00040,TX001517,2023-12-18 17:22:16,965.66,M009,Debit,Raleigh,1,32,False,0.8,True,0.6232337092907483
AC00302,TX001518,2023-05-10 17:05:08,736.53,M065,Debit,Philadelphia,1,120,False,0.75,False,0.28530320725016256
AC00271,TX001519,2023-07-27 17:30:14,213.42,M052,Debit,Columbus,1,17,False,0.8,False,0.41194524494978113
AC00495,TX001520,2023-09-12 16:32:09,94.09,M042,Debit,Miami,1,203,False,0.375,False,0.18434893900700589
AC00246,TX001521,2023-05-15 16:13:54,91.23,M003,Debit,Boston,1,86,False,0.6,False,0.2047953069507301
AC00139,TX001522,2023-07-26 17:56:54,263.92,M074,Credit,San Diego,1,233,False,0.75,False,0.3873325108022781
AC00298,TX001523,2023-05-23 16:44:55,77.5,M061,Credit,Fort Worth,1,201,False,0.2857142857142857,False,0.44476285642858376
AC00246,TX001524,2023-02-13 17:48:36,3.65,M098,Debit,Miami,1,146,False,0.2,False,0.17624441966027551
AC00323,TX001525,2023-11-13 17:43:37,43.88,M038,Credit,Seattle,1,251,False,0.25,False,0.3201190283909534
AC00310,TX001526,2023-04-28 16:32:10,591.98,M069,Debit,El Paso,1,132,False,0.7142857142857143,False,0.38389038442578066
AC00083,TX001527,2023-08-22 16:34:34,224.79,M063,Debit,Boston,1,129,False,0.5,False,0.2736216419208575
AC00222,TX001528,2023-09-04 17:36:40,64.3,M015,Debit,Louisville,1,67,True,0.25,False,0.5575187620018008
AC00459,TX001529,2023-12-26 17:40:23,111.79,M056,Debit,Jacksonville,1,49,False,0.2857142857142857,False,0.4352691649539121
AC00091,TX001530,2023-03-20 16:48:00,927.16,M013,Debit,San Francisco,1,153,False,1.0,False,0.3938446958952561
AC00122,TX001531,2023-02-22 17:33:56,613.7,M055,Credit,Fort Worth,1,37,False,1.0,False,0.3799776868493257
AC00432,TX001532,2023-03-16 17:00:29,26.07,M061,Debit,Baltimore,3,19,False,0.2857142857142857,False,0.5369453075369272
AC00218,TX001533,2023-01-05 16:56:49,170.45,M026,Debit,San Francisco,1,199,False,0.5714285714285714,False,0.17815606135587003
AC00294,TX001534,2023-09-19 17:23:14,344.27,M031,Debit,San Antonio,1,123,False,1.0,False,0.4040571774193615
AC00407,TX001535,2023-04-24 16:47:17,872.72,M033,Debit,Washington,1,288,False,1.0,False,0.4475606828136418
AC00480,TX001536,2023-02-16 16:23:11,292.95,M055,Debit,Memphis,1,56,False,0.6363636363636364,False,0.20442991789269557
AC00367,TX001537,2023-08-31 17:43:38,28.44,M047,Debit,Fresno,1,243,False,0.2857142857142857,False,0.2206439301755676
AC00324,TX001538,2023-03-03 17:08:36,209.02,M008,Debit,El Paso,1,74,False,0.6,False,0.344606276251965
AC00253,TX001539,2023-11-29 17:43:51,20.05,M018,Debit,Chicago,1,171,False,0.1666666666666666,False,0.23919289088893
AC00344,TX001540,2023-04-10 16:23:53,175.02,M092,Debit,Phoenix,1,71,False,0.5,False,0.2948349790876635
AC00153,TX001541,2023-08-21 16:22:06,89.5,M020,Credit,Louisville,1,134,False,0.2857142857142857,False,0.43577491492961873
AC00016,TX001542,2023-10-16 17:43:00,69.96,M060,Debit,Baltimore,1,31,False,0.5,False,0.19767577075025738
AC00291,TX001543,2023-01-25 17:12:17,146.51,M097,Debit,Albuquerque,1,68,False,0.4285714285714285,False,0.19078481098232328
AC00362,TX001544,2023-08-14 17:25:14,376.78,M061,Credit,Nashville,1,88,False,0.8333333333333334,False,0.512223359833664
AC00202,TX001545,2023-12-22 16:25:16,148.54,M048,Credit,Columbus,1,107,False,0.25,False,0.566145729533308
AC00163,TX001546,2023-12-11 16:57:08,388.77,M065,Credit,Jacksonville,1,30,False,1.0,False,0.5299299254141298
AC00123,TX001547,2023-11-27 17:51:15,100.38,M060,Debit,Seattle,1,49,False,0.5,False,0.14314619786154106
AC00054,TX001548,2023-04-07 16:50:22,137.23,M084,Debit,Fresno,1,63,False,0.6666666666666666,False,0.18989617253602295
AC00172,TX001549,2023-08-28 17:56:39,870.3,M003,Debit,San Jose,1,229,False,0.8,False,0.3260088327384816
AC00176,TX001550,2023-07-18 18:06:23,458.94,M076,Debit,Detroit,1,180,False,0.75,False,0.35719172113065994
AC00093,TX001551,2023-09-25 18:48:58,327.35,M059,Credit,Memphis,1,175,False,0.7777777777777778,False,0.39023318400158274
AC00310,TX001552,2023-01-17 16:53:08,757.15,M085,Debit,Raleigh,1,38,False,0.8571428571428571,False,0.4910526745881898
AC00127,TX001553,2023-03-08 16:57:30,5.64,M064,Debit,Boston,1,47,False,0.5,False,0.289894197687454
AC00286,TX001554,2023-08-03 18:18:56,47.23,M034,Credit,Memphis,1,160,False,0.6666666666666666,False,0.29463407372475514
AC00497,TX001555,2023-11-01 17:23:46,239.41,M064,Credit,Baltimore,1,248,False,0.8333333333333334,False,0.40889448455970717
AC00475,TX001556,2023-07-03 16:46:20,7.48,M025,Debit,San Antonio,1,29,False,0.125,False,0.3336584827443855
AC00470,TX001557,2023-05-01 17:04:30,170.97,M044,Debit,Nashville,1,292,False,0.25,False,0.26256118956500607
AC00245,TX001558,2023-06-13 17:26:54,262.43,M046,Credit,San Diego,5,274,False,0.8333333333333334,True,0.8000393517454765
AC00480,TX001559,2023-01-31 16:02:23,659.15,M014,Debit,Boston,1,204,False,0.9090909090909092,False,0.44923828866451593
AC00011,TX001560,2023-12-20 17:15:14,31.53,M095,Debit,Kansas City,1,283,False,0.2857142857142857,False,0.429083960550114
AC00362,TX001561,2023-06-07 18:18:32,111.66,M068,Credit,Washington,1,140,False,0.4166666666666667,False,0.3529287665843249
AC00015,TX001562,2023-11-06 16:28:15,250.01,M057,Debit,Kansas City,1,88,False,0.75,False,0.3880046963450359
AC00112,TX001563,2023-04-18 17:17:37,554.15,M066,Debit,Raleigh,1,108,False,1.0,False,0.42218973408154337
AC00057,TX001564,2023-01-10 16:51:44,598.66,M032,Credit,Charlotte,1,222,False,1.0,False,0.3491352188314996
AC00393,TX001565,2023-05-18 16:24:16,28.38,M083,Debit,Sacramento,1,98,False,0.125,False,0.2931205702460435
AC00233,TX001566,2023-11-27 17:01:48,16.8,M021,Debit,San Diego,1,94,False,0.3333333333333333,False,0.24188860748726787
AC00466,TX001567,2023-11-06 16:35:59,896.79,M087,Debit,Dallas,1,168,False,0.75,False,0.23363633739470296
AC00453,TX001568,2023-03-06 18:04:32,159.0,M059,Debit,Las Vegas,1,38,False,0.4444444444444444,False,0.24284971007304768
AC00203,TX001569,2023-09-27 17:54:16,56.31,M042,Credit,Houston,1,195,False,0.1666666666666666,False,0.4578045472142456
AC00228,TX001570,2023-01-20 16:34:35,203.99,M073,Debit,Philadelphia,1,215,False,0.5,False,0.20045290733121837
AC00131,TX001571,2023-10-31 16:45:07,50.99,M003,Debit,Detroit,1,76,False,0.1111111111111111,False,0.23700392441222348
AC00247,TX001572,2023-08-23 18:19:06,101.28,M023,Credit,Chicago,1,75,False,0.4285714285714285,False,0.40952963129799363
AC00425,TX001573,2023-10-09 18:41:21,299.92,M007,Debit,Denver,1,122,True,0.5714285714285714,False,0.43450540762321355
AC00123,TX001574,2023-02-01 17:12:47,77.54,M095,Debit,Phoenix,1,73,False,0.25,False,0.403348425611893
AC00139,TX001575,2023-09-18 16:40:59,18.35,M035,Debit,Nashville,1,78,False,0.25,False,0.12139192161706423
AC00379,TX001576,2023-05-22 16:54:00,732.53,M066,Credit,San Jose,1,116,False,1.0,False,0.4784788041346106
AC00059,TX001577,2023-09-07 16:47:49,65.11,M026,Debit,Nashville,1,150,False,0.5,False,0.14356506128838523
AC00233,TX001578,2023-06-05 16:24:41,67.07,M048,Credit,Los Angeles,1,56,False,0.6666666666666666,False,0.501554883418794
AC00007,TX001579,2023-11-27 17:34:33,137.48,M058,Debit,Seattle,1,47,False,0.4,False,0.23218606355983462
AC00028,TX001580,2023-06-27 16:52:00,398.36,M006,Debit,Columbus,1,56,False,0.6666666666666666,False,0.40539266327794565
AC00428,TX001581,2023-11-08 18:24:56,469.46,M068,Debit,New York,1,149,False,0.6666666666666666,False,0.25532186797164946
AC00242,TX001582,2023-04-17 18:22:37,37.58,M051,Debit,Indianapolis,1,182,False,0.3333333333333333,False,0.41889178216187306
AC00447,TX001583,2023-08-08 17:06:41,160.24,M019,Debit,Washington,1,15,False,0.5,False,0.354242765135704
AC00081,TX001584,2023-05-26 16:52:33,315.39,M008,Credit,New York,1,93,False,1.0,False,0.361886851654039
AC00358,TX001585,2023-01-05 16:40:09,434.17,M010,Debit,Atlanta,5,148,False,0.625,False,0.5711390685639772
AC00254,TX001586,2023-03-15 17:40:16,165.91,M084,Debit,Jacksonville,1,84,False,0.5,False,0.19685486554661735
AC00241,TX001587,2023-09-14 17:08:40,211.36,M020,Debit,San Francisco,1,194,False,0.6666666666666666,False,0.44117934199877656
AC00140,TX001588,2023-07-24 16:02:33,241.45,M026,Debit,Portland,1,158,False,1.0,False,0.1343377916336157
AC00132,TX001589,2023-04-13 16:41:41,23.24,M054,Debit,Indianapolis,1,129,False,0.5,False,0.37526721362413296
AC00035,TX001590,2023-12-04 16:18:39,70.88,M087,Credit,Omaha,1,176,False,0.2222222222222222,False,0.4029301622982066
AC00172,TX001591,2023-10-30 16:18:48,1143.67,M048,Debit,Atlanta,1,111,False,1.0,False,0.5194278651104645
AC00016,TX001592,2023-03-20 17:21:43,314.52,M057,Debit,Memphis,1,229,False,0.6666666666666666,False,0.3336368065921105
AC00382,TX001593,2023-05-29 16:09:59,181.81,M026,Credit,Austin,1,122,True,0.5,False,0.43917023753998435
AC00413,TX001594,2023-11-07 18:57:13,854.64,M038,Debit,Fort Worth,1,118,False,1.0,False,0.19047113781583203
AC00297,TX001595,2023-01-12 17:12:22,261.19,M078,Debit,Oklahoma City,1,52,False,0.7,False,0.11094002792715134
AC00207,TX001596,2023-10-09 18:23:25,220.68,M050,Credit,Raleigh,1,217,True,1.0,True,0.8903869801508788
AC00411,TX001597,2023-09-05 16:43:36,11.86,M054,Debit,Sacramento,1,129,False,0.1666666666666666,False,0.42497700800098226
AC00105,TX001598,2023-08-17 16:26:57,122.65,M039,Debit,Columbus,1,41,False,0.6666666666666666,False,0.3150396143602388
AC00002,TX001599,2023-07-24 16:14:05,395.16,M059,Debit,Milwaukee,1,17,False,0.7142857142857143,False,0.29351952774886847
AC00410,TX001600,2023-07-18 17:22:49,704.69,M089,Debit,Las Vegas,1,150,False,1.0,False,0.23367500695527513
AC00492,TX001601,2023-10-18 16:44:36,369.89,M083,Debit,San Antonio,1,69,False,1.0,False,0.269007987364901
AC00095,TX001602,2023-10-20 17:48:44,10.92,M090,Debit,Jacksonville,1,268,False,0.125,False,0.43676362381422373
AC00058,TX001603,2023-08-02 17:32:29,199.14,M005,Debit,Seattle,1,36,False,0.5714285714285714,False,0.16823441462658245
AC00405,TX001604,2023-01-11 18:07:25,109.43,M054,Debit,Denver,1,140,False,0.1666666666666666,False,0.3084064559953207
AC00258,TX001605,2023-11-28 16:09:34,304.15,M010,Debit,Atlanta,1,40,False,0.8571428571428571,False,0.1926986366965662
AC00257,TX001606,2023-03-27 16:26:46,620.54,M009,Credit,Omaha,1,98,False,0.9090909090909092,False,0.5896309931765298
AC00317,TX001607,2023-01-02 16:30:09,757.79,M034,Debit,Charlotte,1,117,True,0.8571428571428571,False,0.3610899712199002
AC00409,TX001608,2023-10-24 16:12:19,122.81,M010,Debit,San Jose,1,12,False,0.4,False,0.24634702729767508
AC00337,TX001609,2023-07-27 16:01:41,96.25,M040,Debit,Houston,1,171,False,0.125,False,0.4194301922276441
AC00273,TX001610,2023-01-17 17:50:51,1431.33,M075,Debit,Charlotte,1,49,False,1.0,False,0.37432567478549283
AC00056,TX001611,2023-05-16 16:45:46,142.55,M071,Debit,Kansas City,1,97,False,0.8333333333333334,False,0.2689678252733125
AC00259,TX001612,2023-05-08 16:22:52,35.94,M050,Credit,Fresno,1,141,False,0.3333333333333333,False,0.43012322438725126
AC00102,TX001613,2023-02-13 16:53:36,24.86,M007,Debit,Jacksonville,1,292,False,0.2,False,0.46423589918123337
